Year	Month	Day	Site	Zone	Plot	Species	Mollusc_Count	Quadrat_Area	Mollusc_Density
2000	10	30	1	2	8	Polymesoda	1	0.2500	4
2000	10	26	2	1	1	Polymesoda	0	0.5000	0
2000	10	26	2	1	3	Polymesoda	0	0.5000	0
2000	10	26	2	1	6	Polymesoda	0	0.5000	0
2000	10	26	2	1	8	Polymesoda	0	0.5000	0
2000	10	26	2	2	1	Polymesoda	0	0.5000	0
2000	10	26	2	2	3	Polymesoda	0	0.5000	0
2000	10	26	2	2	6	Polymesoda	0	0.5000	0
2000	10	26	2	2	8	Polymesoda	0	0.5000	0
2000	10	28	3	1	1	Polymesoda	0	0.2500	0
2000	10	28	3	1	3	Polymesoda	0	0.2500	0
2000	10	28	3	1	6	Polymesoda	0	0.2500	0
2000	10	28	3	1	8	Polymesoda	0	0.0625	0
2000	10	28	3	2	1	Polymesoda	0	0.5000	0
2000	10	28	3	2	3	Polymesoda	0	0.2500	0
2000	10	28	3	2	6	Polymesoda	0	0.2500	0
2000	10	28	3	2	8	Polymesoda	0	0.2500	0
2000	10	26	4	1	2	Polymesoda	0	0.5000	0
2000	10	26	4	1	3	Polymesoda	0	0.2500	0
2000	10	26	4	1	4	Polymesoda	0	0.2500	0
2000	10	26	4	1	8	Polymesoda	0	0.2500	0
2000	10	26	4	2	1	Polymesoda	0	0.2500	0
2000	10	26	4	2	3	Polymesoda	3	0.2500	12
2000	10	26	4	2	6	Polymesoda	0	0.2500	0
2000	10	26	4	2	8	Polymesoda	0	0.2500	0
2000	10	27	5	1	2	Polymesoda	0	0.2500	0
2000	10	27	5	1	3	Polymesoda	0	0.2500	0
2000	10	27	5	1	4	Polymesoda	0	0.2500	0
2000	10	27	5	1	8	Polymesoda	0	0.2500	0
2000	10	27	5	2	1	Polymesoda	0	0.5000	0
2000	10	27	5	2	3	Polymesoda	0	0.2500	0
2000	10	27	5	2	6	Polymesoda	0	0.2500	0
2000	10	27	5	2	8	Polymesoda	0	0.2500	0
2000	10	29	6	1	1	Polymesoda	0	0.0625	0
2000	10	29	6	1	3	Polymesoda	0	0.0625	0
2000	10	29	6	1	6	Polymesoda	0	0.0625	0
2000	10	29	6	1	8	Polymesoda	0	0.0625	0
2000	10	29	6	2	1	Polymesoda	0	0.2500	0
2000	10	29	6	2	3	Polymesoda	0	0.2500	0
2000	10	29	6	2	6	Polymesoda	0	0.2500	0
2000	10	29	6	2	8	Polymesoda	0	0.2500	0
2000	10	25	7	1	1	Polymesoda	0	0.5000	0
2000	10	25	7	1	3	Polymesoda	0	0.5000	0
2000	10	25	7	1	6	Polymesoda	0	0.5000	0
2000	10	25	7	1	8	Polymesoda	0	0.5000	0
2000	10	25	7	2	1	Polymesoda	0	0.5000	0
2000	10	25	7	2	3	Polymesoda	0	0.5000	0
2000	10	25	7	2	6	Polymesoda	0	0.5000	0
2000	10	25	7	2	8	Polymesoda	0	0.5000	0
2000	10	24	8	1	1	Polymesoda	0	0.5000	0
2000	10	24	8	1	3	Polymesoda	0	0.5000	0
2000	10	24	8	1	6	Polymesoda	0	0.5000	0
2000	10	24	8	1	8	Polymesoda	0	0.5000	0
2000	10	24	8	2	1	Polymesoda	10	0.5000	20
2000	10	24	8	2	3	Polymesoda	11	0.5000	22
2000	10	24	8	2	6	Polymesoda	4	0.5000	8
2000	10	24	8	2	8	Polymesoda	9	0.5000	18
2000	10	24	9	1	1	Polymesoda	0	0.5000	0
2000	10	24	9	1	3	Polymesoda	0	0.5000	0
2000	10	24	9	1	6	Polymesoda	0	0.5000	0
2000	10	24	9	1	8	Polymesoda	0	0.5000	0
2000	10	25	9	2	1	Polymesoda	0	0.5000	0
2000	10	25	9	2	3	Polymesoda	0	0.5000	0
2000	10	25	9	2	6	Polymesoda	0	0.0625	0
2000	10	25	9	2	8	Polymesoda	0	0.5000	0
2000	10	28	10	1	1	Polymesoda	0	0.2500	0
2000	10	28	10	1	3	Polymesoda	0	0.2500	0
2000	10	28	10	1	6	Polymesoda	0	0.0625	0
2000	10	28	10	1	8	Polymesoda	0	0.0625	0
2000	10	28	10	2	1	Polymesoda	0	0.2500	0
2000	10	28	10	2	3	Polymesoda	0	0.2500	0
2000	10	28	10	2	6	Polymesoda	0	0.2500	0
2000	10	28	10	2	8	Polymesoda	0	0.0625	0
2000	10	30	1	1	1	Crassostrea	0	0.2500	0
2000	10	30	1	1	3	Crassostrea	0	0.2500	0
2000	10	30	1	1	6	Crassostrea	0	0.2500	0
2000	10	30	1	1	8	Crassostrea	0	0.2500	0
2000	10	30	1	2	1	Crassostrea	0	0.2500	0
2000	10	30	1	2	3	Crassostrea	0	0.2500	0
2000	10	30	1	2	6	Crassostrea	0	0.2500	0
2000	10	30	1	2	8	Crassostrea	0	0.2500	0
2000	10	26	2	1	1	Crassostrea	0	0.5000	0
2000	10	26	2	1	3	Crassostrea	0	0.5000	0
2000	10	26	2	1	6	Crassostrea	0	0.5000	0
2000	10	26	2	1	8	Crassostrea	0	0.5000	0
2000	10	26	2	2	1	Crassostrea	0	0.5000	0
2000	10	26	2	2	3	Crassostrea	0	0.5000	0
2000	10	26	2	2	6	Crassostrea	0	0.5000	0
2000	10	26	2	2	8	Crassostrea	0	0.5000	0
2000	10	28	3	1	1	Crassostrea	0	0.2500	0
2000	10	28	3	1	3	Crassostrea	0	0.2500	0
2000	10	28	3	1	6	Crassostrea	0	0.2500	0
2000	10	28	3	1	8	Crassostrea	0	0.0625	0
2000	10	28	3	2	1	Crassostrea	0	0.5000	0
2000	10	28	3	2	3	Crassostrea	0	0.2500	0
2000	10	28	3	2	6	Crassostrea	0	0.2500	0
2000	10	28	3	2	8	Crassostrea	0	0.2500	0
2000	10	26	4	1	2	Crassostrea	0	0.5000	0
2000	10	26	4	1	3	Crassostrea	0	0.2500	0
2000	10	26	4	1	4	Crassostrea	0	0.2500	0
2000	10	26	4	1	8	Crassostrea	0	0.2500	0
2000	10	26	4	2	1	Crassostrea	0	0.2500	0
2000	10	26	4	2	3	Crassostrea	0	0.2500	0
2000	10	26	4	2	6	Crassostrea	0	0.2500	0
2000	10	26	4	2	8	Crassostrea	0	0.2500	0
2000	10	27	5	1	2	Crassostrea	0	0.2500	0
2000	10	27	5	1	3	Crassostrea	0	0.2500	0
2000	10	27	5	1	4	Crassostrea	0	0.2500	0
2000	10	27	5	1	8	Crassostrea	0	0.2500	0
2000	10	27	5	2	1	Crassostrea	0	0.5000	0
2000	10	27	5	2	3	Crassostrea	0	0.2500	0
2000	10	27	5	2	6	Crassostrea	0	0.2500	0
2000	10	27	5	2	8	Crassostrea	0	0.2500	0
2000	10	29	6	1	1	Crassostrea	0	0.0625	0
2000	10	29	6	1	3	Crassostrea	0	0.0625	0
2000	10	29	6	1	6	Crassostrea	0	0.0625	0
2000	10	29	6	1	8	Crassostrea	0	0.0625	0
2000	10	29	6	2	1	Crassostrea	0	0.2500	0
2000	10	29	6	2	3	Crassostrea	0	0.2500	0
2000	10	29	6	2	6	Crassostrea	0	0.2500	0
2000	10	29	6	2	8	Crassostrea	0	0.2500	0
2000	10	25	7	1	1	Crassostrea	0	0.5000	0
2000	10	25	7	1	3	Crassostrea	0	0.5000	0
2000	10	25	7	1	6	Crassostrea	0	0.5000	0
2000	10	25	7	1	8	Crassostrea	0	0.5000	0
2000	10	25	7	2	1	Crassostrea	0	0.5000	0
2000	10	25	7	2	3	Crassostrea	0	0.5000	0
2000	10	25	7	2	6	Crassostrea	0	0.5000	0
2000	10	25	7	2	8	Crassostrea	0	0.5000	0
2000	10	24	8	1	1	Crassostrea	0	0.5000	0
2000	10	24	8	1	3	Crassostrea	0	0.5000	0
2000	10	24	8	1	6	Crassostrea	0	0.5000	0
2000	10	24	8	1	8	Crassostrea	0	0.5000	0
2000	10	24	8	2	1	Crassostrea	0	0.5000	0
2000	10	24	8	2	3	Crassostrea	0	0.5000	0
2000	10	24	8	2	6	Crassostrea	0	0.5000	0
2000	10	24	8	2	8	Crassostrea	0	0.5000	0
2000	10	24	9	1	1	Crassostrea	0	0.5000	0
2000	10	24	9	1	3	Crassostrea	0	0.5000	0
2000	10	24	9	1	6	Crassostrea	0	0.5000	0
2000	10	24	9	1	8	Crassostrea	0	0.5000	0
2000	10	25	9	2	1	Crassostrea	0	0.5000	0
2000	10	25	9	2	3	Crassostrea	0	0.5000	0
2000	10	25	9	2	6	Crassostrea	0	0.0625	0
2000	10	25	9	2	8	Crassostrea	0	0.5000	0
2000	10	28	10	1	1	Crassostrea	0	0.2500	0
2000	10	28	10	1	3	Crassostrea	0	0.2500	0
2000	10	28	10	1	6	Crassostrea	0	0.0625	0
2000	10	28	10	1	8	Crassostrea	0	0.0625	0
2000	10	28	10	2	1	Crassostrea	0	0.2500	0
2000	10	28	10	2	3	Crassostrea	0	0.2500	0
2000	10	28	10	2	6	Crassostrea	1	0.2500	4
2000	10	28	10	2	8	Crassostrea	0	0.0625	0
